store_key,storename,address,telno,region_name,provice_name,city_muni_name,latitude,longitude
"1673","Vellagio Tower","Unit 102 & 103, G/F, Vallegio Tower, 2011 Pres. Quirino Ave. cor. Leon Guinto St","(02) 0000000","NATIONAL CAPITAL REGION (NCR)","CITY OF MANILA","MALATE","14.5705781","120.9923499"
"1675","Lapu-Lapu Airbase","Cor. Maximo Palinghog Hi-way, Sangi Road","(02) 0000000","","","","",""
"1678","Miag-ao Iloilo","Noble St. Brgy. Poblacion Ave.Miagao Ilo-Ilo","(02) 0000000","REGION VI (WESTERN VISAYAS)","ILOILO","MIAGAO","10.6423129","122.2364132"
"1679","Mansilingan Bacolod","G/F Sullesta Property, Alijis Road","(63) 09988810392","REGION VI (WESTERN VISAYAS)","NEGROS OCCIDENTAL","CITY OF BACOLOD (Capital)","10.6310861","122.976518"
"1680","Pototan Iloilo","San Jose St. cor. Magbanua St.","(63) 09324390068","REGION VI (WESTERN VISAYAS)","ILOILO","POTOTAN","10.9444761","122.6357873"
"1681","San Miguel Iloilo","Casandra Bldg., Roxas St.","(02) 0000000","REGION VI (WESTERN VISAYAS)","ILOILO","SAN MIGUEL","10.7804146","122.4657715"
"1682","Bustillos","San Anton St. cor. Earnshaw","(02) 0000000","NATIONAL CAPITAL REGION (NCR)","CITY OF MANILA","SAMPALOC","14.6034226","120.9929861"
"1684","Vigan 3","Vigan City","(02) 0000000","REGION I (ILOCOS REGION)","ILOCOS SUR","BANTAY","17.5806338","120.3850626"
"1685","Ususan","63 General Luna St., Brgy. Ususan","(02) 0000000","NATIONAL CAPITAL REGION (NCR)","NCR, FOURTH DISTRICT","CITY OF TAGUIG","14.5352033","121.0675815"
"1686","Bolbok Batangas City","Brgy. Bolbok","(02) 0000000","REGION IV-A (CALABARZON)","BATANGAS","BATANGAS CITY (Capital)","13.7755249","121.0451673"
"1687","Lipa San Sebastian","Brgy. Mataas na Lupa","(02) 0000000","REGION IV-A (CALABARZON)","BATANGAS","CITY OF LIPA","13.938355","121.154263"
"1691","SM Molino","Vallejo Wet and Dry Market Citihomes Subdivsion Molino IV Bacoor Cavite","(02) 0000000","REGION IV-A (CALABARZON)","CAVITE","CITY OF BACOOR","14.3852211","120.9768582"
"1692","Iloilo Business Park","BPO Builduing B-Retail 1, Iloilo Business Park Mandurriao","(02) 0000000","REGION VI (WESTERN VISAYAS)","ILOILO","CITY OF ILOILO (Capital)","10.7151653","122.5460705"
"1694","SM North EDSA","Unit 101, G/F, Northlink Bldg., SM North EDSA","(02) 0000000","NATIONAL CAPITAL REGION (NCR)","NCR, SECOND DISTRICT","QUEZON CITY","14.6576795","121.0297613"
"1696","F. Legaspi","75 F. Legaspi St.","(02) 0000000","NATIONAL CAPITAL REGION (NCR)","NCR, SECOND DISTRICT","CITY OF PASIG","14.5756791","121.0977821"
"1697","San Vicente Tarlac","Lot 1, Blk 5, Southern bypass Road, San Vicente","(02) 0000000","REGION III (CENTRAL LUZON)","TARLAC","CITY OF TARLAC (Capital)","15.4744024","120.5911088"
"1698","Seaoil Taytay","Manila East Road cor. Velasquez Road, Munoz","(02) 0000000","REGION IV-A (CALABARZON)","RIZAL","TAYTAY","14.5493818","121.1402925"
"1699","Bongabon NE","Along Rizal-Bongabon Road Poblacion","(02) 0000000","REGION III (CENTRAL LUZON)","NUEVA ECIJA","BONGABON","15.6323579","121.1446708"
"1701","Tigbauan","Brgy. 1 Taldelore St., Tigbauan","(63) 09177182129","REGION VI (WESTERN VISAYAS)","ILOILO","TIGBAUAN","10.6749708","122.3757133"
"1703","Scienceville","Russia Cor Romana St. Don Bosco","(02) 0000000","NATIONAL CAPITAL REGION (NCR)","NCR, FOURTH DISTRICT","CITY OF PARANAQUE","14.484089","121.0266794"
"1704","NAIA Garden Residences","GF NAIA Garden Residences 412 NAIA Road","","NATIONAL CAPITAL REGION (NCR)","NCR, FOURTH DISTRICT","CITY OF PARANAQUE","14.5172472","120.9974934"
"1706","Narvacan, Ilocos Sur","National Highway","(63) 09253008028","REGION I (ILOCOS REGION)","ILOCOS SUR","NARVACAN","17.4181819","120.4737747"
"1707","Buenavista Gen. Trias","Gov. Ferrer Drive, Buenavista-III","(02) 0000000","REGION IV-A (CALABARZON)","CAVITE","CITY OF GENERAL TRIAS","14.3029916","120.9043036"
"1710","Patimbao","4179 Quezon Ave. Sto. Anghel Sur","(02) 0000000","REGION IV-A (CALABARZON)","LAGUNA","SANTA CRUZ (Capital)","14.2792843","121.4135599"
"1711","Tabaco","Ziga Ave. Tabaco","(02) 0000000","REGION V (BICOL REGION)","ALBAY","BACACAY","13.358654","123.729636"
"1712","Minglanilla 2","Lipata","(63) 09335464430","REGION VII (CENTRAL VISAYAS)","CEBU","MINGLANILLA","10.2539599","123.8094204"
"1713","Banawa Paseo","R. Duterte St., Banawa","(02) 0000000","REGION VII (CENTRAL VISAYAS)","CEBU","CITY OF CEBU (Capital)","10.310228","123.876019"
"1715","Pier 1","No. 21, Legaspi Extension","","REGION VII (CENTRAL VISAYAS)","CEBU","CITY OF CEBU (Capital)","10.293722","123.907"
"1716","Total Gas Roxas","Bilbao St. cor. Legaspi St.","(63) 09480571829","REGION VI (WESTERN VISAYAS)","CAPIZ","CITY OF ROXAS (Capital)","11.5841485","122.7553566"
"1717","Cebu San Fernando","Km. 29, National Road","(63) 09988810390","REGION VII (CENTRAL VISAYAS)","CEBU","SAN FERNANDO","10.1620714","123.7062494"
"1718","Enverga University","Brgy. Ibabang Dupay","(02) 0000000","REGION IV-A (CALABARZON)","QUEZON","CITY OF LUCENA (Capital)","13.9423924","121.6248938"
"1719","Penaranda, N.E.","Rizal St., Road, Brgy. 1","(02) 0000000","REGION III (CENTRAL LUZON)","NUEVA ECIJA","PENARANDA","15.3509149","121.0046062"
"1721","San Roque Cavite City","P.Burgos Ave cr. Dra. Salamanca Extn. Brgy. 58-A","(02) 0000000","REGION IV-A (CALABARZON)","CAVITE","CITY OF CAVITE","14.4804532","120.9016832"
"1722","Plaza Miranda","R. Hidalgo St.","(02) 0000000","NATIONAL CAPITAL REGION (NCR)","CITY OF MANILA","QUIAPO","14.598048","120.9832746"
"1723","Ecozone Hermosa","Palihan","(63) 09212843571","REGION III (CENTRAL LUZON)","BATAAN","HERMOSA","14.844462","120.4729897"
"1725","Binangonan Triangle","JP Rizal St.","(02) 0000000","NATIONAL CAPITAL REGION (NCR)","NCR, SECOND DISTRICT","CITY OF PASIG","14.4759499","121.2006395"
"1726","La Salle 3","Unit No. 1-A, G/F, University Mall, Taft Ave.","(02) 0000000","NATIONAL CAPITAL REGION (NCR)","CITY OF MANILA","MALATE","14.563227","120.9945724"
"1727","Fe Del Mundo Hospital","Banawe St. cor. Cadiz St.","(63) 09253888628","NATIONAL CAPITAL REGION (NCR)","NCR, SECOND DISTRICT","QUEZON CITY","14.6209455","121.0094625"
"1728","San Juan, Ilocos Sur","National Highway, Brgy. Bannuar Poblacion","(02) 0000000","REGION I (ILOCOS REGION)","ILOCOS SUR","SAN JUAN (LAPOG)","17.7428686","120.4582496"
"1729","Tagbac Jaro","Ceres Doplayna Tagbac Terminal,  Brgy Tagbac Jaro,  Iloilo City,  Iloilo Philippines","(63) 09298523537","REGION VI (WESTERN VISAYAS)","ILOILO","CITY OF ILOILO (Capital)","10.7624172","122.577955"
"1730","Phoenix Alabang-Zapote","Alabang-Zapote Road","(02) 0000000","NATIONAL CAPITAL REGION (NCR)","NCR, FOURTH DISTRICT","CITY OF LAS PINAS","14.4432055","120.9964901"
"1731","San Luis Pob., Batangas","Brgy. Poblacion","(043) 7404472","REGION IV-A (CALABARZON)","BATANGAS","SAN LUIS","13.8551555","120.9167993"
"1732","Guiguinto","173 Dela Cruz St., Poblacion","(02) 0000000","REGION III (CENTRAL LUZON)","BULACAN","GUIGUINTO","14.8283383","120.8781481"
"1733","Caypombo","201 Brgy. Caypombo","(02) 0000000","REGION III (CENTRAL LUZON)","BULACAN","SANTA MARIA","14.851382","120.9780944"
"1734","Sta. Clara, Bulacan","Bypass Road, Sta. Clara","(02) 09298981432","REGION III (CENTRAL LUZON)","BULACAN","SANTA MARIA","14.8235149","120.9539823"
"1735","LRT V. Mapa","4134 R. Magsaysay Blvd.","(02) 0000000","NATIONAL CAPITAL REGION (NCR)","CITY OF MANILA","SAMPALOC","14.6033833","121.0167539"
"1736","SM Dasmarinas","Unit E014, GF, SM Dasmariñas, Governor's Drive cor. Aguinaldo Highway","(63) 09420747500","REGION IV-A (CALABARZON)","CAVITE","CITY OF DASMARINAS","14.3023894","120.9558564"
"1738","CPI Marauoy","National Highway, Marauoy","(02) 0000000","REGION IV-A (CALABARZON)","BATANGAS","CITY OF LIPA","13.9697919","121.1660349"
"1739","Tungkong Mangga","Nolasco Bldg., Quirino Highway Brgy. Tungkong Mangga","(02) 09434860651","REGION III (CENTRAL LUZON)","BULACAN","CITY OF SAN JOSE DEL MONTE","14.788503","121.074442"
"1741","Porac, Pampanga","Cangatba","(02) 0000000","REGION III (CENTRAL LUZON)","PAMPANGA","PORAC","15.0716379","120.5431308"
"1742","Abreeza","Space 1013, GF, Abreeza Mall, JP Laurel Ave., Bajada","(082) 0000000","REGION XI (DAVAO REGION)","DAVAO DEL SUR","CITY OF DAVAO","7.090568","125.6103"
"1743","AUF Hospital 2","Angeles Univ. Found. Med Center, MacArthur Highway","(02) 0000000","REGION III (CENTRAL LUZON)","PAMPANGA","CITY OF ANGELES","15.14529","120.594924"
"1744","Dela Paz Antipolo","NHA Ave. Brgy. Bagong Nayon","(02) 0000000","REGION IV-A (CALABARZON)","RIZAL","CITY OF ANTIPOLO (Capital)","14.6197578","121.1806034"
"1745","S.B. Cabahug","Tan's Bldg., Unit 2-5, S.B. Cabahug St.,","(02) 0000000","REGION VII (CENTRAL VISAYAS)","CEBU","CITY OF MANDAUE","10.33388","123.9448"
"1746","MC Briones","MC Briones St.,","(02) 0000000","REGION VII (CENTRAL VISAYAS)","CEBU","CITY OF MANDAUE","10.3346204","123.9385415"
"1747","Siliman Highway","Siliman Campus, North Road, National Highway","(02) 0000000","REGION VII (CENTRAL VISAYAS)","NEGROS ORIENTAL","CITY OF DUMAGUETE (Capital)","9.3117768","123.304679"
"1748","Qualfon Dumaguete","GF Chuang Bldg., Dr. V. Locsin","(02) 0000000","REGION VII (CENTRAL VISAYAS)","NEGROS ORIENTAL","CITY OF DUMAGUETE (Capital)","9.30689","123.3051"
"1749","SPI Dumaguete","Bartsch Bldg., Cervantes Extn.","(02) 000000","REGION VII (CENTRAL VISAYAS)","NEGROS ORIENTAL","CITY OF DUMAGUETE (Capital)","9.300695","123.2974"
"1750","Cathedral Dumaguete","Obdulias Inn, Perdices St. cor. Colon St.","(02) 0000000","REGION VII (CENTRAL VISAYAS)","NEGROS ORIENTAL","CITY OF DUMAGUETE (Capital)","9.304539","123.3077"
"1753","CPI Calauag","CPi Gas Station Brgy. Sta. Maria","(02) 0000000","REGION IV-A (CALABARZON)","QUEZON","CALAUAG","13.9529681","122.2971621"
"1755","Georgetown Cybermall","Georgetown Cybermall, RN Pelaez Blvd","(63) 09988431241","REGION X (NORTHERN MINDANAO)","MISAMIS ORIENTAL","CITY OF CAGAYAN DE ORO (Capital)","8.487183","124.639"
"1758","Baloy Olongapo","No. 1 Baloy Beach Road cor. National Highway","(047) 2225473","REGION III (CENTRAL LUZON)","ZAMBALES","CITY OF OLONGAPO","14.851339","120.2565233"
"1759","Palauig Zambales","Brgy. West Poblacion","(02) 0000000","REGION III (CENTRAL LUZON)","ZAMBALES","SAN NARCISO","15.4335771","119.9087055"
"1760","Phoenix Anabu","Phoenix Gas Station Aguinaldo Highway Bgry. Anabu II-D","(02) 0000000","REGION IV-A (CALABARZON)","CAVITE","CITY OF IMUS","14.3719224","120.9383159"
"1762","Sabang Lipa","Brgy. Sabang","(02) 0000000","REGION IV-A (CALABARZON)","BATANGAS","CITY OF LIPA","13.9442289","121.166448"
"1763","Phoenix Amang Rodriguez","E. Amang Rodriguez Ave.","(02) 0000000","NATIONAL CAPITAL REGION (NCR)","NCR, SECOND DISTRICT","CITY OF PASIG","14.6000151","121.0921596"
"1764","Rebisco","#56 Gen. Luis St., Brgy. Nagkaisang Nayon","(02) 0000000","NATIONAL CAPITAL REGION (NCR)","NCR, SECOND DISTRICT","QUEZON CITY","14.7192363","121.0230996"
"1765","Arpilleda","2960 Arpilleda St., Brgy. Carmona, Makati City","(02) 0000000","NATIONAL CAPITAL REGION (NCR)","NCR, FOURTH DISTRICT","CITY OF MAKATI","14.5755775","121.0164854"
"1766","Hermosa Plaza","National Highway Poblacion","(02) 0000000","REGION III (CENTRAL LUZON)","BATAAN","HERMOSA","14.8299425","120.5087153"
"1767","White Plains","92 C Katipunan Ave. White Plains Subd","(02) 0000000","NATIONAL CAPITAL REGION (NCR)","NCR, SECOND DISTRICT","QUEZON CITY","14.6083871","121.0707203"
"1768","Binan Canlalay","National Road, Brgy. Canlalay","(02) 0000000","REGION IV-A (CALABARZON)","LAGUNA","CITY OF BINAN","14.341833","121.070505"
"1769","SM taytay","Unit 113-114 GF SM Taytay IT Park","(63) 09988555411","REGION IV-A (CALABARZON)","RIZAL","TAYTAY","14.565866","121.1397034"
"1770","JP Rizal 3","JP Rizal cor. Legaspi St.","(02) 0000000","NATIONAL CAPITAL REGION (NCR)","NCR, FOURTH DISTRICT","CITY OF MAKATI","14.570334","121.022001"
"1771","Pascam 2","Arnaldo Highway, Brgy. Pasong Camachille-I","(02) 0000000","REGION IV-A (CALABARZON)","CAVITE","CITY OF GENERAL TRIAS","14.3625388","120.8954805"
"1772","GMA San Jose","Brgy. Tinyente Tiago","(02) 0000000","REGION IV-A (CALABARZON)","CAVITE","GEN. MARIANO ALVAREZ","14.330433","121.033601"
"1774","Eusebio Arcade II","Eusebio Arcade Lacson","(02) 0000000","REGION VI (WESTERN VISAYAS)","NEGROS OCCIDENTAL","CITY OF BACOLOD (Capital)","10.6611115","122.9469877"
"1775","Poblacion Pardo","South Road, Poblacion Pardo Ave.","(02) 00000000","REGION VII (CENTRAL VISAYAS)","CEBU","CITY OF CEBU (Capital)","10.278674","123.854691"
"1776","Lambunao Iloilo","Cor. Cataluna & Landrido St.,","(02) 0000000","REGION VI (WESTERN VISAYAS)","ILOILO","LAMBUNAO","11.0545221","122.4741666"
"1777","Camachiles","Camachiles","(02) 0000000","REGION III (CENTRAL LUZON)","PAMPANGA","MABALACAT CITY","15.1915896","120.5844506"
"1778","Bayan Luma","457 Yengco St., Bayan Luma III","(63) 09296608800","REGION IV-A (CALABARZON)","CAVITE","CITY OF IMUS","14.4168173","120.9350112"
"1779","Cielito Homes Caloocan","Lot 2 Sampaguita St., Area D Camarin","(02) 0000000","NATIONAL CAPITAL REGION (NCR)","NCR, THIRD DISTRICT","CITY OF CALOOCAN","14.7470095","121.0535404"
"1780","Wilcon IT Hub","Wilcon IT Hub along Chino Roces Ave.","(02) 0000000","NATIONAL CAPITAL REGION (NCR)","NCR, FOURTH DISTRICT","CITY OF MAKATI","14.542915","121.017831"
"1781","CPI Sto. Domingo Mexico","No. 63 Masagana St. Sto. Domingo","(02) 0000000","REGION III (CENTRAL LUZON)","PAMPANGA","MEXICO","15.0736684","120.757438"
"1782","Moncada","Moncada Public Market, McArthur Hi-way, Pob. 1","(02) 0000000","REGION III (CENTRAL LUZON)","TARLAC","MONCADA","15.737589","120.5742457"
"1784","Calbayog","Calbayog cor. Mariveles St., Highway Hills","(69) 09122028956","NATIONAL CAPITAL REGION (NCR)","NCR, SECOND DISTRICT","CITY OF MANDALUYONG","14.5816283","121.0493903"
"1786","Pilar Hi-way","Brgy. Ala-uli","(02) 0000000","REGION III (CENTRAL LUZON)","BATAAN","PILAR","14.646647","120.5385053"
"1787","Carmen Cebu 2","National Road, Cogonwest","(02) 0000000","REGION VII (CENTRAL VISAYAS)","CEBU","CARMEN","10.58987","124.01788"
"1789","Manila Residences II","Unit 106-107, Ground Floor, Manila Residences I Taft Avenue","(02) 0000000","NATIONAL CAPITAL REGION (NCR)","CITY OF MANILA","MALATE","14.566815","120.9935353"
"1790","San Simeon","Brgy San Simeon Currimao","(02) 00000000","REGION I (ILOCOS REGION)","ILOCOS NORTE","CURRIMAO","17.9959684","120.5023411"
"1791","Piela Dasma","Piela Sampaloc 3 Dasmarinas Cavite","(02) 0000000","REGION IV-A (CALABARZON)","CAVITE","CITY OF DASMARINAS","14.290417","120.977598"
"1793","San Agustine Pampanga","San Agustine,","(02) 0000000","REGION III (CENTRAL LUZON)","PAMPANGA","CITY OF SAN FERNANDO (Capital)","15.052316","120.6627895"
"1796","Bankal Lapu-Lapu","Lucas Bldg. Bankal St.","(63) 09438318189","REGION VII (CENTRAL VISAYAS)","CEBU","CITY OF LAPU-LAPU (OPON)","10.3098674","123.9918894"
"1797","Mactan Shrine","4328-A Cadastre Brgy. Mactan","(02) 0000000","REGION VII (CENTRAL VISAYAS)","CEBU","CITY OF LAPU-LAPU (OPON)","10.3106172","124.0138013"
"1798","Dumlog Talisay","Burgos St., Dumlog","(63) 09293946386","REGION VII (CENTRAL VISAYAS)","CEBU","CITY OF TALISAY","10.2492046","123.839008"
"1799","Numancia","SBS Bldg. Numancia St.","(02) 0000000","NATIONAL CAPITAL REGION (NCR)","CITY OF MANILA","SAN NICOLAS","14.5977248","120.971545"
"1800","CPI Kalentong","Gen. Kalentong St. cor. Romualdez St.","(63) 09237312692","NATIONAL CAPITAL REGION (NCR)","NCR, SECOND DISTRICT","CITY OF MANDALUYONG","14.5943633","121.0275594"
"1801","Scout Tuason","G-103 FSS Building-II, 18 Scout Tuason cor. Scout Castor St.","(02) 0000000","NATIONAL CAPITAL REGION (NCR)","NCR, SECOND DISTRICT","QUEZON CITY","14.6294858","121.0320764"
"1803","Bugallon, Pangasinan","Brgy. Poblacion","(02) 0000000","REGION I (ILOCOS REGION)","PANGASINAN","BUGALLON","15.9538216","120.2177185"
"1805","Malaria Highway","Lot 1 Block 1 Quirino Highway cor. Hilton St.","(02) 0000000","NATIONAL CAPITAL REGION (NCR)","NCR, THIRD DISTRICT","CITY OF CALOOCAN","14.7682358","121.0815885"
"1808","The District North Point","Unit F126- F127 L1 The District North Point Lacson St 6115","(02) 0000000","REGION VI (WESTERN VISAYAS)","NEGROS OCCIDENTAL","CITY OF TALISAY","10.7221375","122.96284"
"1810","San Pedro 8","9 Rizal Street Poblacion","(02) 0000000","REGION IV-A (CALABARZON)","LAGUNA","CITY OF SAN PEDRO","14.3646568","121.0572752"
"1812","Silliman Medical","GF Loo Building, Aldecoa St. cor. Ipil St.","(02) 0000000","REGION VII (CENTRAL VISAYAS)","NEGROS ORIENTAL","CITY OF DUMAGUETE (Capital)","9.3173501","123.3033458"
"1814","Divine World College Laoag","National Highway Brgy. Nuestra Sra De Visiracion","(02) 0000000","REGION I (ILOCOS REGION)","ILOCOS NORTE","CITY OF LAOAG (Capital)","18.204308","120.5986109"
"1818","Tunasan 2","155 National Road","(02) 0000000","NATIONAL CAPITAL REGION (NCR)","NCR, FOURTH DISTRICT","CITY OF MUNTINLUPA","14.3874247","121.0456066"
"1821","Ragtime Hotel Dagupan","G/F Ragtime Hotel Herrero","(02) 0000000","REGION I (ILOCOS REGION)","PANGASINAN","CITY OF DAGUPAN","16.043051","120.343999"
"1824","Entrata","G2 Level 1, Entrata","(2) 0000000","NATIONAL CAPITAL REGION (NCR)","NCR, FOURTH DISTRICT","CITY OF MUNTINLUPA","14.419582","121.04253"
"1825","Springfield","722-A San Bartolome, Novaliches","(02) 0000000","NATIONAL CAPITAL REGION (NCR)","NCR, SECOND DISTRICT","QUEZON CITY","14.7038476","121.0373432"
"1826","Davao Doctors College","433 General Malvar Street Brgy. 006 Quirino Avenue","(63) 09173240001","REGION XI (DAVAO REGION)","DAVAO DEL SUR","CITY OF DAVAO","7.071246","125.6036"
"1828","Malvar Davao","Mt. Apo Street Brgy. 7-A","(02) 0000000","REGION XI (DAVAO REGION)","DAVAO DEL SUR","CITY OF DAVAO","7.072025","125.6052"
"1829","Palisam Calamba","Brgy. Palisam","(02) 0000000","REGION IV-A (CALABARZON)","LAGUNA","CITY OF CALAMBA","14.2167685","121.1795008"
"1830","San Pedro 9","Blk 22 Lot 40 San Vicente","(02) 0000000","REGION IV-A (CALABARZON)","LAGUNA","CITY OF SAN PEDRO","14.3431692","121.0448816"
"1831","CPI Angono","Brgy. San Isidro","(02) 0000000","REGION IV-A (CALABARZON)","RIZAL","ANGONO","14.5364532","121.1500677"
"1832","I.T. Matina Park","I.T. Matina Park McArthur Hi-way","(02) 0000000","REGION XI (DAVAO REGION)","DAVAO DEL SUR","CITY OF DAVAO","7.062231","125.591544"
"1833","Ponce","Brgy. 28 D. Suazo St. Manuel L. Quezon Boulevard R. Magsaysay Avenue","(02) 0000000","REGION XI (DAVAO REGION)","DAVAO DEL SUR","CITY OF DAVAO","7.071155","125.618686"
"1834","Sandawa","Guardsman Building Sandawa Road","(02) 0000000","REGION XI (DAVAO REGION)","DAVAO DEL SUR","CITY OF DAVAO","7.058461","125.6013442"
"1835","UIC Bonifacio","Dover Magallanes Bonifacio St.","(02) 0000000","REGION XI (DAVAO REGION)","DAVAO DEL SUR","CITY OF DAVAO","7.06726","125.6121"
"1836","A. Francisco","1917 A. Francisco St., San Andres Bukid","(02) 0000000","NATIONAL CAPITAL REGION (NCR)","CITY OF MANILA","SANTA ANA","14.5768423","121.0065341"
"1841","Maria Orosa 3","1191 Maria Orosa St.","(02) 0000000","NATIONAL CAPITAL REGION (NCR)","CITY OF MANILA","ERMITA","14.5794428","120.982564"
"1842","Tangos Navotas","F. Pascual St.","(02) 0000000","NATIONAL CAPITAL REGION (NCR)","NCR, THIRD DISTRICT","CITY OF NAVOTAS","14.6721638","120.9351396"
"1843","Plaza Nouvelle","#2 E. Benedicto cor. Rahmann St., Brgy. Zapatera","(02) 0000000","REGION VII (CENTRAL VISAYAS)","CEBU","CITY OF CEBU (Capital)","10.3096469","123.9014995"
"1844","Citic Tower","Citic Tower Unit A #88 Banawe St. cor. Don Manuel Agregado St.  Sto. Domingo","(02) 0000000","NATIONAL CAPITAL REGION (NCR)","NCR, SECOND DISTRICT","QUEZON CITY","14.6314721","121.0024944"
"1845","Tanay Poblacion","Plaza Aldea","(63) 09989651800","REGION IV-A (CALABARZON)","RIZAL","TANAY","14.4976759","121.2851073"
"1846","SPMC Davao","Jose P. Laurel Ave.","(63) 09209594968","REGION XI (DAVAO REGION)","DAVAO DEL SUR","CITY OF DAVAO","7.097766","125.6194"
"1848","Knightsbridge Residences","G/F Unit KB-R22 and R23, Knightbridge Residences Valdez  St. Century City","(02) 0000000","NATIONAL CAPITAL REGION (NCR)","NCR, FOURTH DISTRICT","CITY OF MAKATI","14.567361","121.027728"
"1850","Bonifacio Road Baguio City","G/F Wyns Suites Bonifacio Road","(02) 0000000","CORDILLERA ADMINISTRATIVE REGION (CAR)","BENGUET","CITY OF BAGUIO","16.418683","120.5986549"
"1851","Dumaguete Boulevard","GF EBT Building, Unit 101 Rizal Blvd.","(02) 0000000","REGION VII (CENTRAL VISAYAS)","NEGROS ORIENTAL","CITY OF DUMAGUETE (Capital)","9.3083038","123.3095196"
"1852","The Space","The Space, AS Fortuna St. cor Remedio St., Banilad","(2) 0000000","REGION VII (CENTRAL VISAYAS)","CEBU","CITY OF MANDAUE","10.3418113","123.9201996"
"1854","Victoria Reyes","Brgy. Victoria Reyes","(63) 09196519170","REGION IV-A (CALABARZON)","CAVITE","CITY OF DASMARINAS","14.3181784","120.974999"
"1855","San Antonio Nueva Ecija","De Leon Bldg Gallego St Tikiw San Antonio Nueva Ecija","(63) 09257353833","REGION III (CENTRAL LUZON)","NUEVA ECIJA","SAN ANTONIO","15.3070489","120.8583145"
"1856","San Jose 4 N.E","Tierra Hotel Bonifacio St. Brgy. Rafael","(02) 0000000","REGION III (CENTRAL LUZON)","NUEVA ECIJA","SAN JOSE CITY","15.794086","120.989149"
"1857","Calaca Highway","National Highway Poblacion 4","(02) 0000000","REGION IV-A (CALABARZON)","BATANGAS","CALACA","13.9284024","120.8112216"
"1859","Kaginhawaan","Kaginhawaan St. cor. Kasikatan K.V.","(02) 0000000","NATIONAL CAPITAL REGION (NCR)","NCR, SECOND DISTRICT","CITY OF PASIG","14.6036416","121.1028346"
"1860","Pinagsama Village","Blk. 3 Lot 3 Phase 2, Pinagsama Village,C-5 Road","(63) 7829312","NATIONAL CAPITAL REGION (NCR)","NCR, FOURTH DISTRICT","CITY OF TAGUIG","14.5237008","121.0556621"
"1861","Nepa Q. Mart","JCA Bldg., 730 EDSA cor. Ermin Garcia St.","(63) 09436175083","NATIONAL CAPITAL REGION (NCR)","NCR, SECOND DISTRICT","QUEZON CITY","14.6274098","121.047744"
"1862","Granvia Residences","G/F Unit C3 and C4, Granvia Residences, PODC Business Park, Pueblo de Oro","(02) 0000000","REGION X (NORTHERN MINDANAO)","MISAMIS ORIENTAL","CITY OF CAGAYAN DE ORO (Capital)","8.45438","124.623"
"1863","City Mall Consolacion","Sta. Lucia Town Square Cansaga","(02) 0000000","REGION VII (CENTRAL VISAYAS)","CEBU","CONSOLACION","10.375001","123.960024"
"1865","CPI Kumintang","Kumintang Ilaya","(63) 09306834091","REGION IV-A (CALABARZON)","BATANGAS","BATANGAS CITY (Capital)","13.7731149","121.0662015"
"1866","Fatima Dasma","Fatima","(02) 0000000","REGION IV-A (CALABARZON)","CAVITE","CITY OF DASMARINAS","14.312572","120.9663053"
"1869","CPI Lagro","Blk125 L8 Quirino Highway","(02) 0000000","NATIONAL CAPITAL REGION (NCR)","NCR, SECOND DISTRICT","QUEZON CITY","14.7352462","121.0640159"
"1870","Holy Angel, San Fernando","Holy Angel Village, Telebastagan","(02) 0000000","REGION III (CENTRAL LUZON)","PAMPANGA","CITY OF SAN FERNANDO (Capital)","15.1133851","120.6082293"
"1871","Simala-Cebu","Simala","(63) 09988810394","REGION VII (CENTRAL VISAYAS)","CEBU","SIBONGA","9.9675451","123.6208053"
"1872","Potrero Malabon","McArthur Highway cor. Del Monte St.","(63) 09300283007","NATIONAL CAPITAL REGION (NCR)","NCR, THIRD DISTRICT","CITY OF MALABON","14.6677062","120.9822017"
"1873","Dulong Bayan","General Luna St., Dulong Bayan 1","(63) 09300283007","REGION IV-A (CALABARZON)","RIZAL","SAN MATEO","14.7010349","121.1252209"
"1874","The Reef Hotel","Building 532 and Adjacent Lot, Waterfront Road Subic Bay Freeport Zone","(02) 0000000","","","","14.8156309","120.2828051"
"1875","Banate Iloilo","National Road cor. Tarrosa St. Poblacion Banate","(02) 0000000","REGION VI (WESTERN VISAYAS)","ILOILO","BANATE","11.0024374","122.8209818"
"1877","Sigma Capiz","Poblacon Sur, National Road","(02) 0000000","REGION VI (WESTERN VISAYAS)","CAPIZ","SIGMA","10.8948727","122.7048311"
"1878","San Pedro Exit","Magsaysay Road, Brgy. San Antonio","(02) 0000000","REGION IV-A (CALABARZON)","LAGUNA","CITY OF SAN PEDRO","14.3653222","121.0422723"
"1879","Acsie","G/F HRDC Bldg., KM 16 South Super Highway cor. Acsie Road Severine Industrial Estate","(02) 0000000","NATIONAL CAPITAL REGION (NCR)","NCR, FOURTH DISTRICT","CITY OF PARANAQUE","14.4807395","121.0449452"
"1881","Antipolo Circle","Claveria Plaza Circumferential Road","(63) 09399248629","REGION IV-A (CALABARZON)","RIZAL","CITY OF ANTIPOLO (Capital)","14.5809305","121.179965"
"1882","CDO Plaza","Abejuela St., Divisoria","","REGION X (NORTHERN MINDANAO)","MISAMIS ORIENTAL","CITY OF CAGAYAN DE ORO (Capital)","8.477828","124.642582"
